GEOID,Megacluster,perMarkSlope,totMarkSlope,opgr500kSlope,slopelargeCropOp,cattlegr500_slope,hogsSlope,SlopeBroilOp,layerSlope,turkeySlope,Adens_Slope,CattleAMUSlope,HogAMUSlope,TurkeyAMUSlope,BroilerAMUSlope,LayerAMU
18027,High,1.853054573,7772280,3.22,0.42,-0.12,-1.46,NA,NA,1.46,-8.034764125,-578.42,-2015.2,805.72212,0.329,0
18029,Low,0.277773315,218960,0.02,NA,NA,NA,NA,NA,NA,-2.189849627,-321.24,-24.392,0.05616,0.0038,-0.4992
18031,Medium,1.821368787,5247720,2.44,0.42,-0.06,-0.74,NA,NA,NA,7.456357162,-330.5,1768.848,0.0108,0.4548,0.183
18033,Low,2.154980249,3460720,2.18,0.08,0.44,-0.16,NA,NA,NA,0.425484092,493.34,-413.096,0.0162,0.0936,-0.3856
18035,Low,1.746082135,3057360,1.28,0.28,NA,-0.16,NA,NA,NA,-2.568532371,-186.56,-335.144,0.01584,0.1058,-0.1052
18037,Low,1.292718855,6882320,1.82,0.06,0.14,-0.8,NA,-0.18,-0.5,-6.353018726,-333.98,-987.392,-84.80916,0.116,0
18039,Medium,1.879649155,9918020,6.72,0.18,0.56,-0.04,-0.02,NA,NA,2.055442842,619.28,-432.144,0.11808,305.8894,0
18041,Low,2.922461878,1179800,1.22,0.18,-0.04,-0.24,NA,NA,NA,-6.926963958,-312.38,-459.488,0,0.235,0.1056
18043,Low,1.841367713,144140,0.16,0.06,0,0.02,NA,NA,NA,-1.590290488,-97.56,-24.624,0,0,0.2954
18045,Low,3.264776535,3842620,3.28,0.64,-0.02,-0.18,NA,NA,NA,-3.687540597,-265.04,-490.992,0.0162,0.0702,0.1662
18047,Low,2.211088083,1990400,1.26,0.24,-0.02,-0.26,NA,NA,NA,-3.745825763,-262.14,-484.32,0.89028,0.2146,-0.5574
18049,Medium,2.782162275,5117040,4.16,0.72,0.16,-0.32,NA,NA,NA,-0.582420056,140.14,-251.288,-0.01188,-0.0332,0.0518
18051,Medium,2.857276174,5002280,3.48,0.78,0.14,-0.18,NA,NA,-0.12,-1.396452713,33.88,-364.232,-22.25232,0.0132,0.01
18053,Low,2.580145663,3888980,2.9,0.46,-0.02,-0.2,NA,NA,NA,0.179218819,-109.68,147.952,0.01728,0.02,0.1326
18055,Low,0.97650003,2350520,1.82,0.22,-0.1,-0.24,NA,NA,0.52,-8.993370564,-570,-2001.704,43.0902,1.8188,-0.3132
18057,Low,1.727584071,2957640,1.38,0.3,0.04,-0.34,NA,NA,NA,-3.10388646,-220,-413.536,0.02124,-0.1444,-0.3748
18059,Low,2.199591449,3687740,2.3,0.44,NA,-0.1,NA,NA,NA,3.503078963,-104.92,660.024,0.04536,0.1658,-0.1304
18061,Low,1.278044148,1990620,1.74,0.3,0.02,0.02,0,NA,0.06,-2.53525294,-404.12,-115.76,231.16176,-347.5742,0
18063,Low,2.036698254,2089020,1.96,0.74,NA,-0.2,NA,NA,-0.06,-3.27056279,-238.06,-451.264,0.04248,0.1656,-0.2202
18065,Low,2.496142551,4156900,1.82,0.54,0.2,0.04,NA,NA,NA,0.499063702,121.34,-19.96,0.02952,0.0274,-0.1306
18067,Low,2.044818692,2971480,2.12,0.3,-0.04,-0.64,NA,NA,NA,-3.284855077,-206.04,-292.936,0.18792,0.1086,0
18069,Low,2.444040022,5815240,3.74,0.64,0.12,-0.08,NA,0.06,NA,0.768145753,203.98,-51.96,0,0.2352,0
18071,Low,1.51452232,5796320,2.68,0.8,-0.16,-0.08,-0.02,0.06,-0.06,-1.537790294,-423.1,16.056,0.03816,0.7748,0
18073,Medium,2.275012805,11961940,3.58,1.02,0.28,-0.98,NA,-0.06,NA,-0.259317879,1540.24,-1615.976,0.04104,0.152,0.3634
18075, Juggernauts,2.115077851,15328260,5.26,0.84,0.1,1.5,NA,-0.2,0.2,22.79766742,167.04,4115.136,251.21448,0.1998,0
18077,Low,3.346280086,794960,0.8,0.08,0.02,-0.04,NA,NA,NA,-1.9124926,-302.4,-54.832,0.06948,0.1142,-0.225
18079,Low,0.938754892,1487520,0.82,0.18,1.78E-18,0.22,NA,0,NA,-0.559992923,-224,113.4,0.02556,1.333,0
18081,Low,1.209619832,1543300,1.4,0.56,-0.1,-0.16,NA,NA,NA,-5.961384849,-222.92,-766.648,0.02664,0.0516,-0.0356
18083,Medium,2.014374872,8298700,3.64,1.68,-0.14,-0.48,NA,NA,0.1,-1.98099098,-396.56,-198.936,65.54088,0.12,0.3216
18085,Medium,1.413556166,9168060,3.66,1.22,-0.04,-0.18,0.12,-0.08,NA,1.782141687,-384.62,683.568,0.16668,191.4776,0
18087,Medium,1.03385221,9744760,5.48,0.2,0.38,0.2,-0.06,NA,NA,5.793391112,1193.18,-608.048,0.21528,553.9072,0
18089,Low,1.878287282,1881860,1.16,0.24,NA,-0.16,NA,NA,NA,-0.875245067,-53.58,-172.992,0.02016,0,0.4134
18091,Low,1.811614217,5632540,3.16,0.46,-0.16,-0.1,NA,NA,NA,1.416568768,-541.04,980.2,-0.00576,-0.035,-0.121
18093,Low,1.936893433,1207160,0.7,0.22,-0.2,-0.04,-0.06,NA,0.12,-3.202888754,-720.86,-73.432,48.99888,0.1528,-0.0868
18095,Low,1.80117826,3765600,2.36,0.54,0.02,-0.3,NA,NA,NA,-2.816824256,-118.58,-540.792,0.03132,0.0824,-0.142
18097,Low,-1.022942985,-1082340,-0.26,-8.88E-19,NA,NA,NA,NA,NA,-0.299369823,-50.18,-12.016,0.03888,0.634,0.026
18099,Low,2.213322605,4909800,2.82,0.48,0.06,-0.1,NA,NA,NA,-0.067431876,171.52,-258.6,0.06696,71.5176,0
18101,Low,2.471714121,2011260,0.94,0.14,-0.04,-0.04,NA,-0.06,0.06,-1.938925869,-268.08,-207.656,138.43872,0.0232,0.05
18103,Medium,2.473766229,6111220,2.98,0.46,0.08,-0.14,NA,NA,NA,11.84286978,-338.98,2632.736,0.02952,-0.0974,-0.3236
18105,Low,-0.197996719,130740,-0.02,0.04,-0.02,NA,NA,NA,NA,-1.127190038,-227.92,-2.368,0.03168,0.0744,-0.1722
18107,Low,1.684055683,4705440,3.16,0.64,0,-0.6,NA,NA,-0.02,-8.390469132,-236.34,-1949.216,-7.1064,-0.4102,-0.2468
18109,Low,1.813034779,1766700,0.94,0.5,0.02,-0.06,NA,NA,NA,-1.892743327,-198.14,-197.696,0.01008,0.0694,-0.183
18111,Medium,1.807032177,6901360,3.06,-0.04,0.08,-0.24,NA,0,NA,-0.138218641,-469.18,440.328,5.55E-20,0.0876,0
18113,Medium,2.149673758,5770600,3.78,0.4,0.08,0.24,NA,NA,NA,4.374698,4.68,801.536,0.10476,124.686,0
18115,Low,0,57820,0.08,-0.02,NA,NA,NA,NA,NA,-2.183129726,-97.42,0,0.01224,0.0036,-0.0188
18117,Low,2.177421159,4935720,1.16,0.12,0.02,-0.08,0.18,-0.02,0.26,-0.775337343,-301.8,-320.048,343.31904,118.5312,0
18119,Low,1.660783801,915020,0.74,0.12,-0.04,-0.14,NA,NA,NA,-2.354539217,-232.12,-237.456,0.0432,0.032,-0.4236
18121,Low,2.128743063,2567780,1.74,0.2,0,-0.16,NA,NA,NA,-1.86386794,-37.8,-392.168,0.17208,0.6946,-0.2676
18123,Low,2.545450678,1311040,0.76,0.24,0,0,NA,NA,0.36,-1.404153821,-272.12,-123.352,118.07496,0.0076,-0.2686
18125,Low,3.100228944,1606100,1,0.14,NA,0.08,NA,NA,0.14,-0.012549445,-83.22,60.728,20.15424,-0.002,0.1666
18127,Low,2.775254006,2767700,2.6,0.1,0.06,-0.08,NA,NA,NA,-0.746545863,-15.22,-146.432,0.02448,-0.0024,-0.047
18129,Low,2.263296943,4108320,3.08,0.54,NA,-0.02,NA,NA,-0.02,-0.238324461,-47.66,24.8,-28.08216,0.0608,0.3442
18131,Low,1.852060053,5682000,3.56,0.16,0,-0.34,NA,0,NA,-1.544377685,43.36,-390.408,-0.00576,0.1208,0
18133,Low,2.291676675,2075380,1.8,0.52,-0.02,-0.34,NA,NA,-0.08,-2.674339647,-265.44,-400.72,0.18612,0.528,-0.2432
18135, Juggernauts,3.015641394,8952440,4.64,0.78,0.2,0.58,NA,NA,0.1,14.68355749,10.72,3403.592,26.18172,0.025,0.2992
18137,Low,0.502872905,2078720,1.9,0.08,-0.06,0.28,NA,NA,NA,-1.074664048,-319.66,69.728,0,1.6138,-0.1938
18139,Low,2.231076777,5028320,2.72,0.12,0,-0.14,NA,NA,NA,1.861403125,-214.86,608.144,0,0.0788,0.151
18141,Low,1.922665715,3359460,1.54,0.48,0.04,-0.18,NA,-0.08,NA,-0.456730577,-99.18,-9.264,-0.05004,0.163,0
18143,Low,2.944731957,803460,0.42,0.12,NA,0.08,NA,NA,-0.06,-0.379531794,-136.38,98.584,0,0.2306,0.1332
18145,Low,2.089915536,4109800,2.6,0.8,-0.02,-0.26,NA,NA,NA,-3.950640888,-62.26,-779.328,0.13932,0.0676,0.018
18147,Low,1.771936688,2779380,1.46,0.02,0.02,-0.58,NA,NA,0.08,-2.082521789,-185.26,-310.576,67.78224,0.044,0
18149,Low,2.306288165,2265080,1.74,0.38,0.04,0.02,NA,NA,NA,-0.179223952,-19.1,-9.232,0.0036,0.0036,-0.3754
18151,Low,3.019453693,2338200,1.6,0.22,0.22,0.02,NA,NA,NA,-0.26842708,90.48,-133.528,2.22E-19,0.0086,0.1056
18153,Low,2.518947885,2830500,1.88,0.18,NA,-0.18,NA,NA,0.18,-0.168373603,-127.52,9.2,71.42472,7.82,0.0742
18155,Low,2.057346603,165140,0.2,0.12,NA,-0.04,NA,NA,NA,-1.291509864,-158.26,10.784,-0.00504,0.0216,-0.1668
18157,Low,2.147815371,3925200,2.74,0.84,-0.06,-0.72,NA,NA,NA,-4.343242705,-163.06,-959.608,0.17172,0.0604,0
18159,Low,1.916861119,3999240,2.48,0.56,NA,-0.16,NA,0,NA,-0.393922557,-64.32,11.144,0,0.0124,0
18161,Low,2.450156849,1023280,1,0.18,NA,-0.3,NA,NA,NA,-9.223120773,-134.38,-635.752,-0.00108,0,0.0382
18163,Low,2.327300746,1006560,0.94,0.12,NA,NA,NA,0.02,0.02,-1.178060866,-72.02,-70.72,0,0.0116,0.132
18165,Low,1.985261606,2522040,1.66,0.78,0.18,-0.02,NA,NA,NA,-0.383120167,10.16,-61.392,0.00252,0.0744,0.179
18167,Low,2.61903414,1548300,1.24,0.44,NA,-0.26,NA,NA,NA,-2.116068491,-111.58,-330.8,0.00756,0.0812,-0.0478
18169,Low,1.345772612,4894780,2.46,0.4,-0.48,-0.6,NA,-0.04,NA,-1.382579243,-748.18,452.768,0.02304,-0.0594,0
18171,Low,1.92446474,4071280,2.26,0.42,0.08,-0.1,NA,NA,NA,0.735195015,138.5,0,0.0144,0.0482,0.3222
18173,Low,2.987305549,1469460,1.28,0.38,0.08,0.06,NA,NA,NA,-0.845968549,-100.44,-68.536,0,0.0212,0.3254
18175,Medium,2.814382667,6564200,3.34,0.5,-3.55E-18,-0.06,0.84,NA,0.76,2.777753151,-664.02,23.928,215.9496,1163.2772,0
18177,Low,1.429877561,2871480,1.4,0.5,-0.06,-0.32,NA,NA,NA,-1.913138574,-134.3,-264.768,0.35424,0.9186,-0.344
18179, Juggernauts,2.669177065,7588840,4.22,0.6,-0.22,0.74,NA,0.02,NA,11.95888866,-176.76,2456.824,0.11304,0.0034,0
18181,Medium,1.873082119,9090560,3.24,1.02,0.06,-0.44,NA,0,NA,9.837867321,42.26,2531.896,0.00504,0.029,0
18183,Low,2.250640762,3837860,2.16,0.22,0.02,-0.06,NA,NA,NA,3.386631826,-29.4,617.84,0.02016,0.2398,0
19001,Low,2.239764523,6025980,4.16,0.5,0.22,-0.02,NA,0,NA,-0.691974429,-522.42,318.416,-0.018,-0.028,0
19003,Low,2.264668951,3698400,2.3,0.5,-0.1,-0.02,NA,NA,NA,-2.519607071,-650.7,149.056,0.04752,-51.2584,0.2112
19005,Low,3.192130121,7330080,5.7,0.42,0.9,-0.3,NA,NA,NA,1.008053066,-116.56,450.064,0.03348,0.5166,-0.3652
19007,Low,2.197334639,831360,1.02,0.02,0.12,NA,NA,NA,NA,-3.997955212,-947.86,-87.08,0.00864,5.1398,-0.0648
19009,Medium,2.077510661,9911040,4.22,0.66,0.3,-0.98,NA,NA,NA,10.30969661,-23.58,2389.064,0.00432,0.1016,0
19011, Juggernauts,2.654443952,12115080,9.98,0.58,-0.08,0.08,NA,-0.06,NA,7.444878874,-116.06,2877.944,-0.05436,-0.2318,0
19013,Medium,2.633251905,8710360,6.52,0.44,0.46,0.36,NA,NA,NA,7.302176123,229.5,1910.384,0.04536,0.0576,0.0344
19015,Medium,2.645505635,7708960,6.12,1,0.02,0.18,NA,-0.14,NA,3.834036083,-142.38,1277.504,0.02376,-0.0208,0
19017,Medium,2.663794974,8328940,6.44,0.4,0.68,0,NA,NA,NA,6.634001804,71.72,1425.56,0,-0.801,0
19019, Juggernauts,2.885329233,14045340,8.94,0.7,0.32,1.12,NA,NA,NA,15.02966473,-53.26,4484.424,0.06876,14.8134,0
19021,High,1.958985395,20261240,8.24,0.42,0.42,-1.46,NA,-0.02,1.1,7.79426204,336.8,1826.92,157.75416,-0.3712,0
19023, Juggernauts,2.661967185,10788300,6.7,1.12,0.56,-0.06,NA,NA,-0.06,10.72468982,172.76,3050.128,0.05472,0.0754,-0.1398
19025, Juggernauts,2.610323986,11682940,8.5,0.7,-0.02,0.18,NA,NA,0.12,12.77462457,-4.3,3676.088,100.19268,-1.3024,0.1216
19027, Juggernauts,1.885292129,19553880,8.76,0.74,0.6,-1.4,NA,NA,NA,20.3072599,-296.58,6286.632,-0.03348,-0.1538,0.1072
19029,Low,2.164625156,6545060,4.32,0.68,-0.2,-0.6,-0.06,-0.08,NA,-3.02858354,-485.26,-568.008,0,168.06,0
19031, Juggernauts,2.874354962,11483040,6.88,1.36,0.1,0.74,NA,NA,NA,11.97292673,-257.78,3851.096,0.1296,0.4724,-0.1274
19033,Medium,2.371998431,6769120,6.14,0.58,-0.02,-1.1,NA,NA,NA,-0.543178514,-31.04,-129.36,0.0342,0.0512,0.4148
19035,High,2.328052192,14599200,8.2,0.38,0.66,-0.42,NA,NA,0.2,7.057520575,522.28,1116.12,470.64204,-0.013,0.0138
19037, Juggernauts,2.260956752,11475240,6.48,0.68,0.26,-0.52,NA,NA,NA,9.588795181,-63.08,2567.608,0.01548,0.6366,-0.2174
19039,Low,2.105478105,4362480,1.46,0.06,0.16,0.04,NA,NA,NA,5.25309723,-577.38,1750.4,-0.00468,0.021,0.2074
19041,Medium,1.957495656,13956400,7.4,0.94,0.32,1.1,NA,-0.02,NA,8.882459649,668.46,1941.584,0.0018,-0.1314,0
19043,Medium,2.834804541,12539320,8.5,0.86,1.28,-0.98,NA,-0.14,0.02,1.589142667,-702.4,1317.592,0,25.6444,0
19045,Medium,2.706461187,12375980,10.82,0.46,0.88,-0.26,NA,NA,NA,0.450968886,938.3,-776.184,0.07884,0.1376,0
19047, Juggernauts,2.516623447,15403400,7.72,0.84,0.76,0.2,NA,NA,NA,7.397963292,-368.92,3105.48,-0.03744,-0.0754,0.4188
19049,Medium,2.070790885,7544200,4.88,0.14,-0.06,0.22,NA,-0.06,NA,3.644687749,292.26,818.552,0.02556,-0.1254,0
19051,Low,1.441582095,2220180,1.16,-0.2,-0.08,0.2,NA,NA,NA,-1.066868482,-1186.94,909.648,-0.00144,-0.2336,0
19053,Low,1.407938314,2943500,1.66,0.36,0.06,0.36,NA,NA,NA,0.22378203,-836.38,898.632,-0.01404,-0.4056,-0.1774
19055,High,2.934759275,19737580,13.52,0.18,2.9,-1.66,NA,NA,NA,9.43246395,2659.5,162.704,0.0018,-0.0176,0.362
19057,Low,2.158019351,2897400,3.1,0.26,-0.2,-0.26,NA,NA,NA,-8.451589516,-426.72,-1394.872,-0.0108,-0.0984,-0.07
19059,Medium,2.780847521,6501380,4.36,0.42,0.1,-0.12,NA,NA,NA,3.354954019,-312.2,972.792,0,0.3482,0.3496
19061,High,3.035770467,15465660,10.4,0.04,2.74,-1.84,NA,NA,NA,-2.47016113,1341.6,-2119.544,-0.01404,-0.2502,-0.1336
19063,Medium,2.203602478,9321560,5.04,0.64,0,-0.02,NA,0,NA,2.688031209,-152,703.248,0,-0.0138,0
19065,Medium,2.37948674,12607120,7.26,0.66,0.76,-1.9,NA,0,NA,-0.584158853,-194.82,-26.104,0.01764,-0.2376,0
19067, Juggernauts,2.52092231,9891500,7.48,0.08,0.34,-0.16,NA,NA,0.02,10.74664208,521.6,2234.968,0.04032,30.1036,0
19069, Juggernauts,2.083993859,13898760,9.26,0.78,-0.14,1.08,NA,-0.08,NA,17.43789513,-433.74,5690.032,0.00756,0.1272,0.4056
19071,Low,2.695506909,4752500,4.8,0.44,-0.1,0,NA,NA,NA,-2.471086221,-535.4,-119.168,0,0,0.266
19073, Juggernauts,2.876102493,10728000,8.06,0.58,0.18,0.32,NA,NA,NA,11.19946683,-48.86,3354.152,-0.01656,-0.5624,-0.1912
19075,Medium,1.956821816,9032400,6.68,0.64,0.9,-0.2,NA,NA,NA,2.808297567,432.12,297.912,0,-0.161,0.1728
19077,Medium,1.941398306,8123260,4.48,0.86,-0.1,-0.54,NA,0,NA,-0.040414099,-299.24,286.68,-0.01188,0.2076,0
19079, Juggernauts,1.49101655,20352320,5.98,0.76,-0.1,-0.02,-0.06,NA,-0.06,35.05940894,-74.48,10455.816,92.60892,-0.0072,0.3016
19081, Juggernauts,2.904939406,17815420,8.28,0.46,0,0.08,NA,0.08,NA,17.59471722,-6.12,5210.16,-0.04536,0.1534,0
19083, Juggernauts,1.615137768,16849840,8.4,0.32,-0.08,-0.06,NA,0.08,NA,10.89010677,727.66,2411.96,0.00432,71.8792,0
19085,Medium,2.388263928,6693720,6.48,0.44,-0.16,-0.26,NA,NA,NA,-2.464360927,-463.26,-426.656,0,0.4312,-0.0582
19087,Medium,2.55722062,5872880,4.44,0.94,0.34,0.32,NA,NA,-0.1,4.184536797,-90.2,811.752,219.924,-0.0532,-0.0702
19089, Juggernauts,2.481665898,11890440,5.2,0.46,0.12,0.26,NA,NA,NA,17.11223527,169.14,4029.096,0.05148,-3.2234,-0.161
19091,Medium,2.667543365,5996960,5.08,0.4,0.04,0.08,NA,0.1,NA,4.791563566,-94.14,1172.16,0,0.096,0
19093,Medium,2.76329595,8179020,5.2,1.08,0.46,-0.86,NA,NA,0.08,-1.785064659,595.44,-993.976,0,-0.598,0.1364
19095,Medium,2.203174184,7751740,6.26,0.78,-0.04,-0.02,NA,NA,-0.04,-0.27258846,-141.7,59.4,0.10224,-0.4294,-0.1804
19097,Medium,3.059519675,9237340,7.02,0.34,1.18,-0.5,0.06,-0.06,NA,-1.098593599,357.22,-717.536,-0.12492,-1.5116,0
19099,Medium,2.575276141,7463660,8.16,0.52,-0.14,-0.48,NA,NA,NA,-1.778841203,-1223.42,550.224,0.03276,-0.0496,0.1844
19101,Low,2.907095111,3110160,2.28,0.4,0.26,0.04,NA,NA,NA,-1.595636797,-364.02,4.632,0,-0.0768,-0.5108
19103,Medium,2.213568027,7827220,6.04,0.38,0.14,-0.48,NA,-0.06,0.02,-3.355185655,-344.78,-750.688,16.5654,13.5372,0
19105,Medium,2.312878661,9053020,7,0.36,0.48,-1.38,NA,NA,NA,-1.928903712,273.26,-848.872,0.0306,0.5898,-0.1476
19107,Medium,2.339275666,7394900,5.4,0.22,-0.04,-0.3,NA,NA,NA,6.945706162,-20.26,2104.4,0.01836,-0.3312,-0.0154
19109, Juggernauts,2.619932551,22813080,16.04,0.82,0.2,0.9,NA,NA,NA,11.27794462,-228.9,5912.392,-0.08064,-0.7668,0
19111,Low,1.907219535,3044220,2.32,0.08,0.14,-0.72,NA,NA,NA,-2.363461252,-332.48,-301.552,0.05256,0.3264,0.0334
19113,Medium,2.399809221,7243440,6.84,0.16,0.24,-0.62,NA,NA,NA,-0.88745785,-331.38,1.912,-0.0648,-0.1088,0
19115, Juggernauts,2.630411795,6986960,5.26,0.04,0,1.04,NA,NA,NA,16.85157467,-295.06,3801.744,0,3.55E-18,0.4118
19117,Low,2.915404944,1295060,1.16,-0.08,0.42,0.08,NA,NA,NA,0.695943404,-479.78,635.016,-0.01836,0.1716,-0.158
19119, Juggernauts,2.535596475,40650100,18.14,0.14,5.04,4.58,NA,0,NA,67.50912106,6185.58,14364.24,-0.0252,0.078,0
19121,Low,1.533337993,3050100,2.38,0.2,-0.24,-0.26,NA,0,NA,-3.716100444,-941.86,-137.736,-0.0612,-0.241,0
19123,Medium,2.035033697,8501940,6.2,0.4,-0.02,-0.74,NA,-0.02,NA,4.962463594,-587.5,2054.712,0.01512,0.1906,0
19125,Low,1.859017375,2852080,2.88,0.4,0.32,-0.8,NA,NA,NA,-3.938221712,-131.04,-999.68,0.00108,0.0706,-0.504
19127,Medium,2.539340588,9461180,7.08,0.54,0.46,0.36,NA,NA,NA,5.732632336,348.24,1351.664,0,0.1882,-0.0502
19129,Low,2.666840458,2890220,3.48,0.26,-0.14,-0.08,NA,NA,NA,-3.756186934,-530.42,-321.992,0.13392,1.0008,0.1682
19131,Medium,1.753065409,10323860,7.12,0.42,0.44,-1.5,NA,-0.06,NA,-1.99690114,781.38,-1268.616,0.03384,1.9356,0
19133,Medium,2.285590011,5816740,4.98,0.12,0.16,-0.34,NA,NA,NA,-3.598155024,-696.62,-597.12,0.00504,0.0876,0.0114
19135,Low,1.383115825,1210820,0.84,0.18,-0.08,-0.16,NA,NA,NA,-4.986565485,-453.68,-667.024,0.03528,0.1766,0.1896
19137,Low,1.573182952,5008740,3.78,0.44,-0.16,-0.16,NA,0,NA,-2.393399658,-306.38,-219.296,0,-0.1088,0
19139,Medium,2.746685891,6679460,4.26,0.3,0.16,0.24,NA,NA,-0.08,2.127410941,-214.08,695.712,0,0.3938,0.0358
19141, Juggernauts,2.526266971,19227120,11.62,0.3,1.26,2.14,0.3,-0.14,NA,22.36961988,1891.4,4748.688,-0.00504,-0.09,0
19143, Juggernauts,1.947452918,17625300,7.62,0.56,0.96,1.9,NA,0,NA,25.83291272,977.5,4357.456,0.00936,0.0158,0
19145,Low,2.836955744,6069880,6.14,0.5,0.22,-0.58,NA,NA,NA,-4.79625897,-481.02,-847.544,0,-0.2222,-0.2548
19147, Juggernauts,2.241269813,18539260,9.04,0.94,0.32,0.92,NA,-0.1,NA,23.16506744,437.24,6329.224,0.00144,-0.41,0
19149, Juggernauts,2.254060603,27126840,11.68,1.06,1.06,0.74,NA,NA,NA,23.68591097,1740.66,8845.856,-0.03528,-0.0896,-0.138
19151, Juggernauts,2.977837101,13809320,8.74,0.44,0.28,0.66,NA,0,0.26,18.17324105,149.92,5102.936,181.08,0.0346,0
19153,Low,2.073860828,3175500,2.82,0.1,-0.02,-0.32,NA,NA,NA,-2.067770245,-128.3,-486.048,0.56448,1.1428,-0.257
19155,Medium,2.7413906,14545640,11,1.3,0.46,-0.6,NA,NA,NA,0.780475631,164.6,220.6,-0.02736,-0.319,-0.5768
19157,Medium,2.773410753,12989740,6.58,0.56,0.14,0,NA,0,NA,-1.004907926,-384.24,79.88,0.05652,-0.1726,0
19159,Medium,2.076118484,4172420,3.26,0.78,0.94,-0.22,-0.06,NA,NA,-2.262791816,419.86,-1047.824,0.01836,0,0.2778
19161,High,1.867501597,16468780,9,0.44,0.64,-1.28,NA,NA,0.88,9.58430506,332.2,1891.448,630.88668,0.1416,0.1052
19163, Juggernauts,2.549335274,8137460,4.92,0.32,0.34,-0.38,NA,NA,NA,12.27037477,-51.32,2962.664,0,0.2634,0
19165,Medium,2.758157157,11344300,8.8,0.64,-0.08,-0.66,NA,NA,NA,-0.277008744,143.18,-227.48,0,-0.2716,-0.1992
19167, Juggernauts,1.611271532,67298740,21.36,0.6,5.44,4.96,0.12,-0.3,-0.06,60.19484458,13072.92,10468.472,-0.01116,402.7834,0
19169,Medium,2.629489753,7065020,6.48,0.08,0.02,-0.7,NA,NA,0.06,-0.899107471,132.12,-619.208,220.34988,0.0842,0
19171,Medium,2.798865481,10861180,8.64,0.5,0.64,0.42,NA,NA,NA,1.015791859,254.04,125.44,-0.06192,-0.3504,0.3124
19173,Medium,1.893793977,4292820,2.84,0.24,0.54,0.08,0.1,-0.06,NA,3.034077175,-287.78,921.6,0,202.01,0.1304
19175,Medium,2.528972772,4671700,2.6,0.04,0.6,0.08,-0.08,NA,NA,9.539418529,-21.48,1969.36,-0.08208,145.7092,-0.1088
19177,Low,2.872710038,3432300,2.02,0.34,0.16,0.16,NA,NA,NA,3.536102471,-529.52,1417.528,0.0828,0.0708,-0.1428
19179,Low,2.395431867,2258360,1.98,0.74,0.16,-0.06,NA,NA,NA,-1.070186937,-319.66,80.032,0,0.0632,0.174
19181,Low,1.955243829,1801320,2.12,0.04,-0.1,-0.84,NA,NA,NA,-6.566522243,-1035.88,-902.424,0.01548,0.4486,-0.4308
19183, Juggernauts,2.394139553,26998380,7.48,0.16,0.04,0.12,NA,NA,-0.12,62.99921787,-354.58,18882.496,32.71716,1.6578,0
19185,Medium,3.214484624,2841640,2.58,0.7,0.38,0.02,NA,NA,NA,-1.891427677,-704.16,189.184,-0.00864,0.0298,0.103
19187,Medium,2.390374566,9991340,7.92,0.96,-0.02,-0.76,NA,0,NA,1.726459766,-42.16,682.144,0.00216,0.0736,0
19189,Medium,3.399364487,10000700,6.08,0.66,0.08,0.12,NA,0,NA,4.750225345,132.06,853.608,0,0.0412,-0.2636
19191,High,2.785657153,12155800,10.36,0.4,1.5,0.18,0.08,-0.04,NA,1.738687754,558.9,62.72,-0.02412,-0.3048,0
19193,Medium,2.615322436,14029100,8.3,0.62,0.46,-0.72,NA,NA,NA,0.599414099,1003.58,-732.336,0.0774,-0.1112,-0.1802
19195,Medium,3.379793957,5027500,6.32,0.44,-0.04,-0.6,NA,NA,0,-2.811838308,-126.82,-456.512,0,0.233,0.309
19197, Juggernauts,2.072095461,17289080,8.38,1.42,0.02,0.12,NA,0.14,NA,11.21166809,65.14,3305.008,0,0.6824,0
21001,Low,3.237254172,2028780,1.8,0.18,0.14,NA,0.08,NA,NA,1.828986319,-216.16,-19.024,0.04212,619.5884,-0.4724
21003,Low,0.794479975,2342160,0.36,0.24,-0.18,-0.3,-0.08,NA,NA,-7.536788441,-542.92,-804.176,0.13176,3.0286,-0.3844
21005,Low,1.671710844,96680,0.18,-0.02,0.1,NA,NA,NA,NA,-0.236702025,-20.26,-4.48,0.0486,0.0878,-0.1842
21007,Low,2.127553555,1844200,0.8,0.38,-0.04,-0.22,-0.32,NA,NA,-4.063910207,-333.88,-225.872,0.01296,40.0564,0
21009,Low,2.253309798,3678860,2.12,0.44,0.38,NA,-0.16,NA,NA,1.70737694,-159.74,-29.48,0.0378,620.9374,-0.5274
21011,Low,0.910831395,-36260,0.12,0.18,0.14,NA,NA,NA,NA,2.506989275,360.16,1.928,0.04608,0.0942,-0.1782
21013,Low,0,19940,NA,NA,NA,NA,NA,NA,NA,0.077184571,12.4,1.504,2.22E-19,0.0988,0.353
21015,Low,0.718409119,-142560,0.14,0.1,0.06,NA,NA,NA,NA,-1.437043066,-175.12,-8.784,0.02448,0.9772,-0.428
21017,Low,1.306996462,5013700,0.48,-0.04,-0.24,-0.1,NA,NA,NA,-0.692859187,124.86,-228.616,0.08064,-0.02,-0.2944
21019,Low,0,-43400,0.02,-0.04,NA,NA,NA,NA,NA,-1.433232779,-119.58,0.512,0,0.0868,0.294
21021,Low,1.548054142,316540,0.22,0.06,0.04,NA,NA,NA,NA,1.619297211,168.5,-17.144,0.01368,0.2124,-0.306
21023,Low,0,-262320,0,0.06,-0.02,NA,NA,NA,NA,-0.748633352,-76.62,-2.008,0.02088,0.1128,-0.1172
